second,rss_kb,cpu_pct
1,379756,67.00
2,379872,45.00
3,379876,47.00
4,379880,44.00
5,379888,50.00
6,379896,47.00
7,379896,40.00
8,379964,80.00
9,379964,49.00
10,379964,46.00
11,380092,56.00
12,380100,48.00
13,380104,43.00
14,380116,42.00
15,380120,55.00
16,380120,83.00
17,380128,47.00
18,380132,48.00
19,380292,52.00
20,380292,39.00
21,380292,46.00
22,380304,44.00
23,380308,44.00
24,380312,78.00
25,380316,45.00
26,380444,46.00
27,380444,44.00
28,380480,47.00
29,380480,48.00
30,380568,48.00
31,380568,44.00
32,380864,71.00
33,380952,48.00
34,380952,49.00
35,380976,44.00
36,381104,47.00
37,381108,45.00
38,381116,52.00
39,381116,56.00
40,381140,74.00
41,381144,46.00
42,381148,50.00
43,381148,49.00
44,381148,46.00
45,381156,41.00
46,381160,51.00
47,381160,48.00
48,381172,82.00
49,381172,45.00
50,381176,49.00
51,381180,38.00
52,381184,48.00
53,381188,39.00
54,381188,44.00
55,381192,46.00
56,381192,82.00
57,381192,47.00
58,381192,45.00
59,381192,52.00
60,381196,40.00
61,381200,49.00
62,381200,42.00
63,381208,47.00
64,381208,81.00
65,381208,44.00
66,381212,49.00
67,381216,54.00
68,381220,55.00
69,381228,51.00
70,381232,79.00
71,381328,64.00
72,381336,51.00
73,381340,53.00
74,381340,56.00
75,381340,50.00
76,381344,60.00
77,381356,89.00
78,381356,51.00
79,381360,55.00
80,381360,53.00
81,381368,47.00
82,381372,55.00
83,381372,86.00
84,381372,49.00
85,381372,48.00
86,381376,48.00
87,381380,55.00
88,381384,51.00
89,381384,85.00
90,381396,50.00
91,381404,47.00
92,381404,53.00
93,381408,47.00
94,381408,50.00
95,381412,82.00
96,381416,46.00
97,381420,60.00
98,381420,50.00
99,381420,51.00
100,381424,53.00
101,381432,92.00
102,381432,45.00
103,381436,53.00
104,381440,56.00
105,381440,48.00
106,381456,48.00
107,381456,53.00
108,381504,86.00
109,381508,45.00
110,381512,51.00
111,381516,52.00
112,381580,51.00
113,381580,56.00
114,381592,80.00
115,381652,51.00
116,381652,56.00
117,381660,49.00
118,381716,50.00
119,381744,60.00
120,381756,104.00
