second,rss_kb,cpu_pct
1,11608,62.00
2,11588,65.00
3,11588,64.00
4,11592,68.00
5,11592,62.00
6,11592,64.00
7,11616,66.00
8,11588,70.00
9,11592,63.00
10,11552,71.00
11,11552,76.00
12,11552,75.00
13,11592,79.00
14,11556,76.00
15,11604,73.00
16,11624,81.00
17,11600,72.00
18,11632,81.00
19,11632,75.00
20,11632,78.00
21,11564,84.00
22,11568,71.00
23,11572,75.00
24,11612,72.00
25,11620,71.00
26,11572,77.00
27,11572,76.00
28,11620,78.00
29,11616,79.00
30,11576,71.00
31,11584,71.00
32,11628,80.00
33,11620,74.00
34,11576,74.00
35,11576,76.00
36,11576,77.00
37,11580,81.00
38,11576,76.00
39,11576,81.00
40,11624,71.00
41,11576,73.00
42,11652,82.00
43,11616,75.00
44,11576,83.00
45,11652,85.00
46,11616,77.00
47,11624,74.00
48,11592,73.00
49,11652,79.00
50,11576,72.00
51,11648,82.00
52,11580,72.00
53,11576,82.00
54,11580,76.00
55,11580,85.00
56,11656,79.00
57,11656,83.00
58,11628,72.00
59,11624,74.00
60,11656,82.00
61,11656,77.00
62,11584,70.00
63,11632,76.00
64,11584,79.00
65,11592,84.00
66,11640,75.00
67,11632,80.00
68,11660,87.00
69,11592,76.00
70,11592,82.00
71,11644,79.00
72,11596,82.00
73,11636,86.00
74,11644,74.00
75,11596,81.00
76,11596,79.00
77,11596,78.00
78,11600,82.00
79,11644,80.00
80,11676,78.00
81,11652,80.00
82,11652,79.00
83,11608,77.00
84,11648,84.00
85,11608,82.00
86,11648,83.00
87,11604,76.00
88,11608,78.00
89,11608,80.00
90,11676,81.00
91,11608,82.00
92,11684,81.00
93,11636,83.00
94,11684,80.00
95,11656,76.00
96,11636,81.00
97,11636,85.00
98,11680,76.00
99,11684,79.00
100,11636,82.00
101,11636,80.00
102,11680,83.00
103,11636,85.00
104,11636,80.00
105,11636,74.00
106,11708,85.00
107,11636,75.00
108,11684,75.00
109,11680,75.00
110,11640,82.00
111,11676,84.00
112,11636,82.00
113,11636,73.00
114,11680,84.00
115,11640,76.00
116,11636,81.00
117,11644,77.00
118,11644,81.00
119,11684,76.00
120,11684,80.00
