second,rss_kb,cpu_pct
1,349148,60.00
2,349176,62.00
3,349180,60.00
4,349248,60.00
5,349268,50.00
6,349272,58.00
7,350324,105.00
8,350368,62.00
9,350384,63.00
10,350388,63.00
11,350432,65.00
12,350432,60.00
13,350448,67.00
14,353700,95.00
15,353708,57.00
16,353708,59.00
17,353712,60.00
18,353716,56.00
19,353720,56.00
20,353724,53.00
21,355052,98.00
22,355200,56.00
23,355440,61.00
24,355564,59.00
25,355568,61.00
26,355568,65.00
27,355588,39.00
28,355732,60.00
29,358424,100.00
30,358428,61.00
31,358488,60.00
32,358532,60.00
33,358552,63.00
34,358580,63.00
35,358584,58.00
36,362028,85.00
37,362056,59.00
38,362060,58.00
39,362072,59.00
40,362076,60.00
41,362140,55.00
42,362148,60.00
43,363420,93.00
44,363904,61.00
45,363908,61.00
46,364072,65.00
47,364076,51.00
48,364148,59.00
49,364156,55.00
50,364156,59.00
51,364528,85.00
52,364536,52.00
53,364540,54.00
54,364552,53.00
55,364556,56.00
56,364568,57.00
57,364568,52.00
58,364572,84.00
59,364576,55.00
60,364580,53.00
61,364584,52.00
62,364592,55.00
63,364592,48.00
64,364604,57.00
65,364720,77.00
66,364752,49.00
67,364756,48.00
68,364756,48.00
69,364868,49.00
70,364872,54.00
71,364880,54.00
72,364880,46.00
73,365216,90.00
74,365220,51.00
75,365224,50.00
76,365232,47.00
77,365232,45.00
78,365236,50.00
79,365244,47.00
80,365972,84.00
81,366452,52.00
82,366536,51.00
83,366604,47.00
84,366616,55.00
85,366616,46.00
86,366620,49.00
87,366620,49.00
88,366624,50.00
89,366636,81.00
90,366636,49.00
91,366640,49.00
92,366672,54.00
93,366680,46.00
94,366680,55.00
95,366684,58.00
96,366760,82.00
97,366768,52.00
98,366772,49.00
99,366776,56.00
100,366780,57.00
101,366904,52.00
102,366908,88.00
103,366916,55.00
104,366920,56.00
105,366928,59.00
106,366928,52.00
107,366932,52.00
108,366936,70.00
109,366936,72.00
110,366940,56.00
111,366940,54.00
112,366956,54.00
113,366972,34.00
114,367000,33.00
115,367000,43.00
116,367012,81.00
117,367012,53.00
118,367012,54.00
119,367012,47.00
120,367012,55.00
