second,rss_kb,cpu_pct
1,9252,13.00
2,9252,13.00
3,9264,15.00
4,9264,13.00
5,9264,13.00
6,9252,13.00
7,9268,13.00
8,9256,11.00
9,9252,15.00
10,9260,12.00
11,9260,13.00
12,9252,12.00
13,9248,14.00
14,9248,14.00
15,9244,13.00
16,9240,12.00
17,9236,13.00
18,9256,14.00
19,9252,15.00
20,9252,13.00
21,9256,14.00
22,9256,14.00
23,9248,15.00
24,9236,13.00
25,9252,12.00
26,9260,14.00
27,9264,13.00
28,9264,15.00
29,9264,15.00
30,9248,13.00
31,9252,13.00
32,9252,12.00
33,9252,15.00
34,9272,14.00
35,9296,14.00
36,9268,14.00
37,9268,12.00
38,9256,14.00
39,9248,12.00
40,9248,13.00
41,9296,15.00
42,9272,12.00
43,9272,14.00
44,9268,14.00
45,9272,13.00
46,9264,13.00
47,9264,14.00
48,9264,12.00
49,9260,14.00
50,9256,15.00
51,9256,11.00
52,9252,13.00
53,9252,14.00
54,9240,16.00
55,9244,10.00
56,9248,14.00
57,9272,15.00
58,9280,15.00
59,9260,17.00
60,9260,17.00
61,9248,14.00
62,9252,17.00
63,9260,17.00
64,9252,19.00
65,9284,19.00
66,9256,18.00
67,9256,16.00
68,9248,17.00
69,9248,17.00
70,9248,15.00
71,9248,16.00
72,9248,17.00
73,9244,17.00
74,9256,17.00
75,9252,14.00
76,9244,15.00
77,9244,18.00
78,9244,17.00
79,9248,17.00
80,9236,17.00
81,9252,18.00
82,9248,16.00
83,9252,15.00
84,9252,17.00
85,9252,16.00
86,9248,14.00
87,9248,16.00
88,9244,15.00
89,9260,17.00
90,9260,14.00
91,9256,15.00
92,9252,15.00
93,9252,16.00
94,9244,16.00
95,9236,16.00
96,9196,14.00
97,9264,16.00
98,9264,13.00
99,9256,15.00
100,9248,14.00
101,9244,15.00
102,9256,16.00
103,9240,16.00
104,9240,16.00
105,9264,15.00
106,9264,16.00
107,9264,17.00
108,9256,14.00
109,9256,15.00
110,9244,15.00
111,9240,15.00
112,9240,13.00
113,9252,16.00
114,9252,16.00
115,9256,15.00
116,9256,17.00
117,9248,15.00
118,9248,15.00
119,9244,13.00
120,9244,14.00
