phase,stack,component,metric,unit,min,mean,max
idle,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.49971142045014905,17.93029784979035
idle,k8s,containerd,cpu_pct_one_core,% of one CPU,0.0,1.000499999440609,3.963262412245444
idle,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.6779525108002552,2.9812007537497065
idle,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.13325033548841625,1.9927541665027482
idle,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.24262466936031518,1.9817946752470785
idle,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.15287143158553776,1.9875544172151138
idle,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.08328226200253326,1.9914488183464523
idle,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.11301271463519645,1.9814445249725245
idle,k3s,k3s,cpu_pct_one_core,% of one CPU,1.9869987354451577,3.7919209010798536,19.87456729303221
idle,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.0,0.6063018647450392,40.84123399118913
idle,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.9901708963080491,2.6757191727044405,12.879753947399754
idle,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.22654217760818945,9.961276583216861
idle,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.8741641018370727,3.962875850365483
idle,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,0.08661508811767665,1.992255316643372
idle,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,2.0640612851517073,7.925593011098043
idle,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.0,0.0
idle,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.016652149149493253,0.9998389269487115
idle,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.04664229146380002,1.992255316643372
idle,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.5683474694252857,1.9817082796819108
idle,notk8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,0.3198071692514239,16.934170191468663
idle,k8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,1.5156924288321294,2.9728858658100776
idle,notk8s,combined,cpu_pct_one_core,% of one CPU,0.0,2.002152609127228,89.65148924895173
idle,k8s,combined,cpu_pct_one_core,% of one CPU,2.9718729609700265,9.07077399053625,20.804681654132363
idle,k3s,combined,cpu_pct_one_core,% of one CPU,1.9872187337303995,4.622744843465647,21.862024022335433
idle,notk8s,containerd,rss_kib,MiB,70.5859375,79.70724028010034,84.5390625
idle,k8s,containerd,rss_kib,MiB,73.93359375,85.1104891988255,88.55859375
idle,k3s,containerd,rss_kib,MiB,174.53515625,178.14396948160535,186.48046875
idle,notk8s,coredns,rss_kib,MiB,60.8359375,62.852477006688964,63.203125
idle,k8s,coredns,rss_kib,MiB,126.640625,127.96909081375838,128.84765625
idle,k3s,coredns,rss_kib,MiB,62.21875,64.45286371237458,64.625
idle,notk8s,flanneld,rss_kib,MiB,38.953125,40.86684782608695,41.15625
idle,k8s,flanneld,rss_kib,MiB,46.21875,46.455536912751676,47.40625
idle,k3s,k3s,rss_kib,MiB,528.984375,537.9052309782609,559.15625
idle,notk8s,nodeapiserver,rss_kib,MiB,136.07421875,141.4868441680602,148.34375
idle,k8s,nodeapiserver,rss_kib,MiB,335.39453125,347.9338428062081,353.1015625
idle,notk8s,nodecontroller,rss_kib,MiB,43.203125,44.048416596989966,45.18359375
idle,k8s,nodecontroller,rss_kib,MiB,120.9609375,125.75390625,129.52734375
idle,notk8s,nodelet,rss_kib,MiB,24.84765625,24.99461747491639,25.17578125
idle,k8s,nodelet,rss_kib,MiB,92.6796875,97.9710963716443,99.58203125
idle,notk8s,nodeproxy,rss_kib,MiB,15.58203125,15.59331887541806,15.70703125
idle,k8s,nodeproxy,rss_kib,MiB,48.6328125,49.65792785234899,50.19140625
idle,notk8s,nodescheduler,rss_kib,MiB,21.546875,21.778898411371237,21.8359375
idle,k8s,nodescheduler,rss_kib,MiB,61.8125,62.96663957634228,64.01171875
idle,notk8s,nodestore,rss_kib,MiB,18.1875,18.30204849498328,18.5625
idle,k8s,nodestore,rss_kib,MiB,55.0859375,59.24711619127517,59.828125
idle,notk8s,combined,rss_kib,MiB,430.140625,449.63070913461536,463.12109375
idle,k8s,combined,rss_kib,MiB,985.91796875,1003.0656459731543,1019.6171875
idle,k3s,combined,rss_kib,MiB,765.98828125,780.5020641722408,802.3671875
idle,notk8s,containerd,pss_kib,MiB,69.2861328125,78.52283000627091,83.3505859375
idle,k8s,containerd,pss_kib,MiB,72.4677734375,84.04776963611577,87.6201171875
idle,k3s,containerd,pss_kib,MiB,114.873046875,118.50924304974916,127.013671875
idle,notk8s,coredns,pss_kib,MiB,61.12109375,63.17627769648829,63.53515625
idle,k8s,coredns,pss_kib,MiB,80.43359375,81.86498531879195,82.83984375
idle,k3s,coredns,pss_kib,MiB,62.5546875,64.88569972826087,65.03515625
idle,notk8s,flanneld,pss_kib,MiB,39.25390625,41.20287677675585,41.5234375
idle,k8s,flanneld,pss_kib,MiB,46.16796875,46.441655306208055,47.53515625
idle,k3s,k3s,pss_kib,MiB,469.169921875,477.86516905309367,498.943359375
idle,notk8s,nodeapiserver,pss_kib,MiB,126.912109375,132.32489156563545,139.076171875
idle,k8s,nodeapiserver,pss_kib,MiB,335.3828125,347.9388108221477,353.07421875
idle,notk8s,nodecontroller,pss_kib,MiB,32.83984375,33.33397131061873,34.380859375
idle,k8s,nodecontroller,pss_kib,MiB,121.06640625,126.0397310192953,129.859375
idle,notk8s,nodelet,pss_kib,MiB,13.5185546875,13.551607572115385,13.587890625
idle,k8s,nodelet,pss_kib,MiB,90.5595703125,95.82786938968121,97.3583984375
idle,notk8s,nodeproxy,pss_kib,MiB,6.568359375,6.598965954222408,6.6044921875
