phase,stack,component,metric,unit,min,mean,max
idle,k8s,nodeproxy,pss_kib,MiB,49.12109375,50.14365299916108,50.68359375
idle,notk8s,nodescheduler,pss_kib,MiB,11.080078125,11.241214203595318,11.349609375
idle,k8s,nodescheduler,pss_kib,MiB,61.953125,63.12958787751678,64.2109375
idle,notk8s,nodestore,pss_kib,MiB,10.908203125,11.020648254598662,11.240234375
idle,k8s,nodestore,pss_kib,MiB,55.54296875,59.604996854026844,60.3359375
idle,notk8s,combined,pss_kib,MiB,372.1474609375,390.973283340301,403.9853515625
idle,k8s,combined,pss_kib,MiB,937.578125,955.0390592229446,971.4794921875
idle,k3s,combined,pss_kib,MiB,646.86328125,661.2601118311037,682.96484375
load,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,5.351917679493587,33.874664349997346
load,k8s,containerd,cpu_pct_one_core,% of one CPU,0.0,7.4282502867220055,34.38085069680391
load,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,6.1710220822736455,28.134219665641137
load,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.8535761264138612,1.9905839645595274
load,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.4372381866588333,3.9055371746274217
load,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.05437879871749,2.9586854460360663
load,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.09306070309073738,0.9960221613935021
load,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.3714165454205305,2.9363300836936124
load,k3s,k3s,cpu_pct_one_core,% of one CPU,22.732229746042204,38.64408786115176,95.21629795108885
load,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,10.827266947722292,17.554623987558138,71.26807203445345
load,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,19.447650839862142,30.07320944024033,55.31523960973465
load,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,1.7124848106735162,10.521225026784613
load,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.9800020680003756,3.729503094629066,13.515770007845564
load,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,1.5487133707953773,6.833924715632524
load,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.9827919681598,8.132795469523826,28.099084769301577
load,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.01632885515461561,1.9129500048699297
load,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.15135252157166515,1.9482374069696542
load,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.25825861586212645,1.9832899904974024
load,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,1.0404370210291958,3.7377997433777237
load,notk8s,nodestore,cpu_pct_one_core,% of one CPU,4.922373539222716,8.500465059092406,20.501774146897567
load,k8s,nodestore,cpu_pct_one_core,% of one CPU,5.86070432678673,9.6212983647275,17.533431379345885
load,notk8s,combined,cpu_pct_one_core,% of one CPU,19.71576122214061,35.88942920813436,132.77339447514615
load,k8s,combined,cpu_pct_one_core,% of one CPU,38.46271271222722,61.985500930522946,124.59553232577507
load,k3s,combined,cpu_pct_one_core,% of one CPU,24.69802261229223,45.869488742142906,113.86691301367327
load,notk8s,containerd,rss_kib,MiB,78.6875,82.39834543350169,93.94921875
load,k8s,containerd,rss_kib,MiB,88.296875,98.36886544243987,106.67578125
load,k3s,containerd,rss_kib,MiB,179.26171875,199.29657044491526,209.3359375
load,notk8s,coredns,rss_kib,MiB,62.953125,64.53361742424242,65.359375
load,k8s,coredns,rss_kib,MiB,128.55859375,132.48077749140893,133.65625
load,k3s,coredns,rss_kib,MiB,64.625,65.33211069915254,67.4453125
load,notk8s,flanneld,rss_kib,MiB,40.88671875,41.020517676767675,41.140625
load,k8s,flanneld,rss_kib,MiB,46.12109375,46.63791344501718,47.34375
load,k3s,k3s,rss_kib,MiB,529.41015625,600.2443193855933,643.8203125
load,notk8s,nodeapiserver,rss_kib,MiB,148.37890625,156.92893781565655,166.07421875
load,k8s,nodeapiserver,rss_kib,MiB,335.64453125,384.8511597938144,403.15234375
load,notk8s,nodecontroller,rss_kib,MiB,45.18359375,48.67305871212121,54.1796875
load,k8s,nodecontroller,rss_kib,MiB,120.9609375,133.48432130584192,137.22265625
load,notk8s,nodelet,rss_kib,MiB,24.96484375,26.138520622895623,27.765625
load,k8s,nodelet,rss_kib,MiB,98.79296875,114.6084487757732,123.03515625
load,notk8s,nodeproxy,rss_kib,MiB,15.70703125,15.722182765151516,15.83203125
load,k8s,nodeproxy,rss_kib,MiB,48.6328125,50.4146262886598,50.94140625
load,notk8s,nodescheduler,rss_kib,MiB,21.671875,22.30876473063973,22.78515625
load,k8s,nodescheduler,rss_kib,MiB,64.01171875,64.05209675687286,64.26171875
load,notk8s,nodestore,rss_kib,MiB,18.6875,19.948982007575758,20.2734375
load,k8s,nodestore,rss_kib,MiB,60.08984375,81.4075252362543,93.87890625
load,notk8s,combined,rss_kib,MiB,462.9765625,477.6729271885522,505.76171875
load,k8s,combined,rss_kib,MiB,991.20703125,1106.3057345360826,1153.953125
load,k3s,combined,rss_kib,MiB,773.296875,864.873000529661,916.421875
load,notk8s,containerd,pss_kib,MiB,77.376953125,81.14098997790404,92.5087890625
load,k8s,containerd,pss_kib,MiB,87.2744140625,97.21621295103093,105.6328125
load,k3s,containerd,pss_kib,MiB,119.533203125,139.16796212923728,149.150390625
load,notk8s,coredns,pss_kib,MiB,63.25390625,64.86286037457913,65.82421875
load,k8s,coredns,pss_kib,MiB,82.52734375,86.30224441580756,87.48046875
load,k3s,coredns,pss_kib,MiB,65.0390625,65.68744703389831,67.71875
load,notk8s,flanneld,pss_kib,MiB,40.8046875,41.10394307659933,41.21875
load,k8s,flanneld,pss_kib,MiB,46.08984375,46.83012510738832,47.56640625
load,k3s,k3s,pss_kib,MiB,469.455078125,539.8311506885593,583.220703125
load,notk8s,nodeapiserver,pss_kib,MiB,139.103515625,147.5840106797138,156.6875
load,k8s,nodeapiserver,pss_kib,MiB,335.62109375,385.10542847938143,403.49609375
load,notk8s,nodecontroller,pss_kib,MiB,34.361328125,37.984677504208754,43.59765625
load,k8s,nodecontroller,pss_kib,MiB,121.13671875,133.82403082044672,137.5859375
load,notk8s,nodelet,pss_kib,MiB,13.5732421875,14.51994883733165,16.2314453125
load,k8s,nodelet,pss_kib,MiB,96.6044921875,112.50063090635739,120.9345703125
load,notk8s,nodeproxy,pss_kib,MiB,6.59375,6.641019570707071,6.6796875
load,k8s,nodeproxy,pss_kib,MiB,49.125,50.823923432130584,51.3671875
load,notk8s,nodescheduler,pss_kib,MiB,11.259765625,11.671237110690235,12.294921875
load,k8s,nodescheduler,pss_kib,MiB,64.2109375,64.41564647766323,64.6171875
load,notk8s,nodestore,pss_kib,MiB,11.244140625,12.455581202651516,12.6201171875
load,k8s,nodestore,pss_kib,MiB,60.42578125,81.82099710051547,94.31640625
load,notk8s,combined,pss_kib,MiB,403.66796875,417.9642683343855,445.3701171875
load,k8s,combined,pss_kib,MiB,943.3671875,1058.8392396907216,1106.8408203125
load,k3s,combined,pss_kib,MiB,654.02734375,744.6865598516949,795.91015625
