phase,stack,component,metric,unit,min,mean,max
idle,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.5544612100935293,5.998715597007558
idle,k8s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.956840479017814,2.970971298993114
idle,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.6710812084891146,2.982318119191563
idle,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.13231940975519277,1.984751684719681
idle,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.20797463998206106,1.9802476769633053
idle,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.13259166058260624,0.9998187908427136
idle,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.09098337874995795,0.9932381873789896
idle,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.09984847363340535,0.9905409490623635
idle,k3s,k3s,cpu_pct_one_core,% of one CPU,1.9879434035574048,3.612326213430386,17.893373138957504
idle,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.0,0.8939792344564014,12.997217126849709
idle,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.9898855562720907,2.5212185851525097,12.876322204155072
idle,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.13231228158558891,1.9864763747579792
idle,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.8071080435015784,1.9806591957047406
idle,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,0.11616392189146449,5.998715597007558
idle,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,2.030155950706736,6.931993566206723
idle,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.0,0.0
idle,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.008318987107586252,0.989959465802764
idle,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.04961703783288189,0.9932381873789896
idle,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.5575280157139674,1.9805590796440686
idle,notk8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,0.5875591166238682,5.998715597007558
idle,k8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,1.5060172176842541,2.9716228471870902
idle,notk8s,combined,cpu_pct_one_core,% of one CPU,0.0,2.557395590988885,30.99336391787238
idle,k8s,combined,cpu_pct_one_core,% of one CPU,2.9712786725136997,8.69501039249991,17.82875382113779
idle,k3s,combined,cpu_pct_one_core,% of one CPU,1.9879434035574048,4.415999082502108,17.893373138957504
idle,notk8s,containerd,rss_kib,MiB,67.98046875,70.19449869791667,70.578125
idle,k8s,containerd,rss_kib,MiB,74.3359375,80.78236607142857,90.3359375
idle,k3s,containerd,rss_kib,MiB,174.39453125,175.37682291666667,183.63671875
idle,notk8s,coredns,rss_kib,MiB,61.61328125,63.137630208333334,63.94140625
idle,k8s,coredns,rss_kib,MiB,128.08984375,128.08984375,128.08984375
idle,k3s,coredns,rss_kib,MiB,62.046875,63.792057291666666,64.18359375
idle,notk8s,flanneld,rss_kib,MiB,38.91015625,40.104296875,41.26171875
idle,k8s,flanneld,rss_kib,MiB,46.7109375,47.11735162815126,47.3046875
idle,k3s,k3s,rss_kib,MiB,529.18359375,534.7110026041667,538.625
idle,notk8s,nodeapiserver,rss_kib,MiB,231.48046875,235.75859375,238.73046875
idle,k8s,nodeapiserver,rss_kib,MiB,335.15234375,351.35628939075633,355.08984375
idle,notk8s,nodecontroller,rss_kib,MiB,48.5234375,48.981770833333336,49.3984375
idle,k8s,nodecontroller,rss_kib,MiB,121.73828125,127.8195575105042,127.87109375
idle,notk8s,nodelet,rss_kib,MiB,22.7421875,23.4140625,23.7421875
idle,k8s,nodelet,rss_kib,MiB,91.29296875,96.8780856092437,97.75390625
idle,notk8s,nodeproxy,rss_kib,MiB,14.234375,14.234375,14.234375
idle,k8s,nodeproxy,rss_kib,MiB,49.44921875,50.1999080882353,50.609375
idle,notk8s,nodescheduler,rss_kib,MiB,22.21875,22.248958333333334,22.34375
idle,k8s,nodescheduler,rss_kib,MiB,61.51953125,63.41212578781513,63.671875
idle,notk8s,nodestore,rss_kib,MiB,20.4296875,20.4296875,20.4296875
idle,k8s,nodestore,rss_kib,MiB,57.421875,58.561745010504204,59.76953125
idle,notk8s,combined,rss_kib,MiB,528.1328125,538.5038736979167,544.66015625
idle,k8s,combined,rss_kib,MiB,992.671875,1004.2172728466387,1019.2109375
idle,k3s,combined,rss_kib,MiB,767.6796875,773.8798828125,779.30078125
idle,notk8s,containerd,pss_kib,MiB,66.912109375,69.21874186197917,69.6337890625
idle,k8s,containerd,pss_kib,MiB,73.1376953125,79.72825301995799,89.3486328125
idle,k3s,containerd,pss_kib,MiB,114.65625,115.712353515625,124.01171875
idle,notk8s,coredns,pss_kib,MiB,61.96484375,63.44873046875,64.24609375
idle,k8s,coredns,pss_kib,MiB,81.83203125,81.92134978991596,81.99609375
idle,k3s,coredns,pss_kib,MiB,62.2578125,64.11650390625,64.546875
idle,notk8s,flanneld,pss_kib,MiB,39.2265625,40.37252604166667,41.4375
idle,k8s,flanneld,pss_kib,MiB,46.80859375,47.272879464285715,47.47265625
idle,k3s,k3s,pss_kib,MiB,469.2890625,474.83409830729164,478.658203125
idle,notk8s,nodeapiserver,pss_kib,MiB,220.52734375,224.72222493489582,227.609375
idle,k8s,nodeapiserver,pss_kib,MiB,335.27734375,351.65966386554624,355.42578125
idle,notk8s,nodecontroller,pss_kib,MiB,35.560546875,35.79537760416667,36.1669921875
idle,k8s,nodecontroller,pss_kib,MiB,122.08984375,128.18897715336135,128.26953125
idle,notk8s,nodelet,pss_kib,MiB,10.197265625,10.781632486979166,11.060546875
idle,k8s,nodelet,pss_kib,MiB,89.0439453125,94.67500984768908,95.6181640625
idle,notk8s,nodeproxy,pss_kib,MiB,4.375,4.381209309895834,4.3818359375
idle,k8s,nodeproxy,pss_kib,MiB,49.59375,50.39847032563025,50.83984375
idle,notk8s,nodescheduler,pss_kib,MiB,9.9814453125,10.025252278645834,10.0478515625
idle,k8s,nodescheduler,pss_kib,MiB,61.83203125,63.6881893382353,64.03515625
idle,notk8s,nodestore,pss_kib,MiB,10.822265625,10.8345947265625,10.845703125
idle,k8s,nodestore,pss_kib,MiB,57.8515625,58.93247767857143,60.25
idle,notk8s,combined,pss_kib,MiB,459.5673828125,469.5802897135417,475.4296875
idle,k8s,combined,pss_kib,MiB,945.017578125,956.4652704831933,971.826171875
idle,k3s,combined,pss_kib,MiB,648.3359375,654.6629557291667,660.0390625
load,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.9709117924199252,5.752312635849701,14.329621118244178
load,k8s,containerd,cpu_pct_one_core,% of one CPU,0.9632434812268778,5.177091857335518,28.22978399363635
load,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,6.134356877195041,27.529706933135014
load,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.0055778201724443,1.9806696800066872
load,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.3696846284732012,3.9250019497937054
load,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.0407268086652857,2.8060127720572567
load,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.12472288342799956,1.9598051873683497
load,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.3062615016522659,1.9580252833343765
load,k3s,k3s,cpu_pct_one_core,% of one CPU,25.346890079796488,38.42342711429617,87.89307645675542
load,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,21.44866042498674,29.848715975284435,54.314597350354184
load,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,22.56580465067226,29.156241953380682,44.38529162928073
load,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,1.420433543870225,2.9517325229958713
load,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.9743158807672818,3.1905212546384365,8.456715099633275
load,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,1.7172824247556744,5.731848447297671
load,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.9655432713604659,6.295635099406385,16.565378046061586
load,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.008219521390792097,0.9699035241134675
load,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.1074115858400587,0.9854093006911017
load,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.24160496155091105,1.9747397199496413
load,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.9615055811397532,2.9480908622005644
load,notk8s,nodestore,cpu_pct_one_core,% of one CPU,10.704641086380748,14.1519518502841,25.217491626950153
load,k8s,nodestore,cpu_pct_one_core,% of one CPU,5.86119803864771,8.958163033627642,14.23325438691174
load,notk8s,combined,cpu_pct_one_core,% of one CPU,36.0727470783868,54.27082161658627,103.77967708014101
load,k8s,combined,cpu_pct_one_core,% of one CPU,38.62173085441864,55.52251649549393,92.99059532782339
load,k3s,combined,cpu_pct_one_core,% of one CPU,28.38333039528363,45.5985108001565,103.78863283723247
load,notk8s,containerd,rss_kib,MiB,70.18359375,74.39284295550847,75.16796875
load,k8s,containerd,rss_kib,MiB,89.6953125,94.84478498931624,100.55078125
load,k3s,containerd,rss_kib,MiB,176.6171875,191.36662946428572,202.625
load,notk8s,coredns,rss_kib,MiB,63.94140625,64.08547404661017,64.31640625
load,k8s,coredns,rss_kib,MiB,127.91796875,128.30518830128204,128.71484375
load,k3s,coredns,rss_kib,MiB,64.18359375,64.3726693802521,64.43359375
load,notk8s,flanneld,rss_kib,MiB,41.21875,41.23367981991525,41.26171875
load,k8s,flanneld,rss_kib,MiB,46.11328125,46.72142094017094,47.19140625
load,k3s,k3s,rss_kib,MiB,537.9453125,575.43359375,627.74609375
load,notk8s,nodeapiserver,rss_kib,MiB,240.16796875,244.877780720339,247.8359375
load,k8s,nodeapiserver,rss_kib,MiB,335.27734375,358.55054754273505,377.359375
load,notk8s,nodecontroller,rss_kib,MiB,49.7734375,51.35394597457627,51.6484375
load,k8s,nodecontroller,rss_kib,MiB,120.9609375,127.2962406517094,134.83203125
load,notk8s,nodelet,rss_kib,MiB,23.7421875,24.81739936440678,25.2421875
load,k8s,nodelet,rss_kib,MiB,97.75390625,108.32655582264957,116.828125
load,notk8s,nodeproxy,rss_kib,MiB,14.234375,14.234375,14.234375
load,k8s,nodeproxy,rss_kib,MiB,49.44921875,49.71203926282051,50.19921875
load,notk8s,nodescheduler,rss_kib,MiB,22.34375,22.791843220338983,22.96875
load,k8s,nodescheduler,rss_kib,MiB,63.671875,63.81290064102564,63.921875
load,notk8s,nodestore,rss_kib,MiB,20.4296875,21.35447563559322,21.6796875
load,k8s,nodestore,rss_kib,MiB,59.76953125,68.40801949786325,77.5390625
load,notk8s,combined,rss_kib,MiB,546.4609375,559.1418167372881,563.9453125
load,k8s,combined,rss_kib,MiB,992.16796875,1045.9776976495727,1092.90234375
load,k3s,combined,rss_kib,MiB,778.74609375,831.1728925945379,890.21875
load,notk8s,containerd,pss_kib,MiB,68.912109375,73.39266916048729,74.126953125
load,k8s,containerd,pss_kib,MiB,88.4560546875,93.68478732638889,99.3662109375
load,k3s,containerd,pss_kib,MiB,117.09375,131.57351299894958,142.52734375
load,notk8s,coredns,pss_kib,MiB,64.25,64.39926509533899,64.5078125
load,k8s,coredns,pss_kib,MiB,81.5625,82.05031383547009,82.3984375
load,k3s,coredns,pss_kib,MiB,64.55859375,64.73463760504201,64.859375
load,notk8s,flanneld,pss_kib,MiB,41.24609375,41.315512447033896,41.44140625
load,k8s,flanneld,pss_kib,MiB,46.29296875,46.8349358974359,47.26171875
load,k3s,k3s,pss_kib,MiB,477.93359375,515.2248063287815,567.18359375
load,notk8s,nodeapiserver,pss_kib,MiB,229.1201171875,233.77657408633473,236.5732421875
load,k8s,nodeapiserver,pss_kib,MiB,335.4765625,358.89569978632477,377.79296875
load,notk8s,nodecontroller,pss_kib,MiB,36.384765625,38.054546808792374,38.341796875
load,k8s,nodecontroller,pss_kib,MiB,121.21875,127.66402911324786,135.11328125
load,notk8s,nodelet,pss_kib,MiB,11.123046875,12.200087725105933,12.650390625
load,k8s,nodelet,pss_kib,MiB,95.689453125,106.14963107638889,114.8212890625
load,notk8s,nodeproxy,pss_kib,MiB,4.3759765625,4.432749602754237,4.435546875
load,k8s,nodeproxy,pss_kib,MiB,49.59375,49.93205795940171,50.45703125
load,notk8s,nodescheduler,pss_kib,MiB,10.05859375,10.421154992055085,10.50390625
load,k8s,nodescheduler,pss_kib,MiB,64.0390625,64.12883947649573,64.19921875
load,notk8s,nodestore,pss_kib,MiB,10.87109375,11.707329184322035,11.95703125
load,k8s,nodestore,pss_kib,MiB,60.359375,68.85673744658119,77.96875
load,notk8s,combined,pss_kib,MiB,477.0419921875,489.6998891022246,494.1435546875
load,k8s,combined,pss_kib,MiB,944.818359375,998.197031917735,1045.0390625
load,k3s,combined,pss_kib,MiB,659.5859375,711.5329569327731,769.96875
