second,rss_kb,cpu_pct
1,73860,2.00
2,73860,3.00
3,73860,2.00
4,73860,2.00
5,73864,4.00
6,73884,8.00
7,73932,7.00
8,73964,5.00
9,74084,10.00
10,74124,4.00
11,74208,4.00
12,74208,3.00
13,74212,2.00
14,74220,3.00
15,74232,3.00
16,74396,6.00
17,74404,5.00
18,74404,6.00
19,74412,6.00
20,74412,2.00
21,74412,2.00
22,74412,4.00
23,74412,2.00
24,74420,3.00
25,74424,2.00
26,74724,10.00
27,74792,4.00
28,74828,2.00
29,74832,3.00
30,74848,3.00
31,74860,3.00
32,74880,3.00
33,74884,1.00
34,74916,2.00
35,74952,4.00
36,74960,3.00
37,74980,4.00
38,74984,2.00
39,74984,4.00
40,74984,2.00
41,74984,4.00
42,74988,3.00
43,75004,8.00
44,75008,3.00
45,75008,3.00
46,75008,2.00
47,75020,5.00
48,75020,3.00
49,75020,2.00
50,75020,3.00
51,75024,3.00
52,75068,9.00
53,75084,3.00
54,75148,4.00
55,75152,2.00
56,75152,2.00
57,75152,2.00
58,75156,3.00
59,75156,2.00
60,75156,3.00
61,75156,8.00
62,75156,2.00
63,75156,4.00
64,75156,1.00
65,75156,4.00
66,75156,2.00
67,75156,2.00
68,75156,5.00
69,75172,12.00
70,75168,2.00
71,75168,4.00
72,75168,3.00
73,75168,2.00
74,75168,3.00
75,75172,2.00
76,75172,2.00
77,75176,7.00
78,75216,7.00
79,75216,4.00
80,75220,4.00
81,75220,2.00
82,75224,2.00
83,75224,3.00
84,75224,1.00
85,75228,6.00
86,75232,9.00
87,75232,3.00
88,75232,1.00
89,75232,4.00
90,75232,4.00
91,75232,2.00
92,75232,4.00
93,75236,1.00
94,75268,8.00
95,75276,15.00
96,75276,5.00
97,75284,4.00
98,75284,3.00
99,75292,3.00
100,75456,12.00
101,75456,3.00
102,75456,4.00
103,75464,10.00
104,75464,3.00
105,75464,5.00
106,75464,2.00
107,75464,2.00
108,75464,3.00
109,75464,4.00
110,75464,1.00
111,75464,4.00
112,75464,8.00
113,75464,3.00
114,75468,3.00
115,75472,2.00
116,75472,4.00
117,75476,3.00
118,75476,2.00
119,75476,5.00
120,75492,9.00
