second,rss_kb,cpu_pct
1,36508,0.00
2,36508,0.00
3,36548,3.00
4,36548,0.00
5,36548,0.00
6,36548,0.00
7,36584,2.00
8,36584,0.00
9,36584,0.00
10,36584,0.00
11,36604,1.00
12,36664,1.00
13,36664,0.00
14,36664,0.00
15,36684,2.00
16,36700,1.00
17,36700,0.00
18,36700,0.00
19,36700,0.00
20,36700,2.00
21,36700,0.00
22,36700,0.00
23,36700,0.00
24,36704,2.00
25,36708,2.00
26,36708,0.00
27,36708,0.00
28,27116,1.00
29,27568,1.00
30,27568,0.00
31,27568,0.00
32,27568,0.00
33,27588,3.00
34,27588,0.00
35,27588,0.00
36,27588,0.00
37,27592,0.00
38,27612,3.00
39,28420,1.00
40,28420,0.00
41,28424,0.00
42,28436,2.00
43,28436,0.00
44,28436,0.00
45,28436,0.00
46,28452,3.00
47,28452,0.00
48,28452,0.00
49,28452,0.00
50,28452,0.00
51,28468,2.00
52,28468,0.00
53,28468,0.00
54,28480,1.00
55,28496,1.00
56,28496,0.00
57,28496,0.00
58,28500,1.00
59,28524,2.00
60,28524,0.00
61,28524,0.00
62,28524,0.00
63,28528,1.00
64,28580,1.00
65,28704,1.00
66,28704,0.00
67,28724,1.00
68,28776,1.00
69,19400,0.00
70,19400,0.00
71,21028,2.00
72,22740,3.00
73,22740,0.00
74,22740,0.00
75,22804,0.00
76,22820,0.00
77,22824,1.00
78,22824,0.00
79,22824,0.00
80,22836,1.00
81,22864,3.00
82,22864,0.00
83,22864,0.00
84,22868,0.00
85,22880,2.00
86,22880,0.00
87,22880,0.00
88,22880,1.00
89,22880,0.00
90,22936,2.00
91,22936,0.00
92,22936,0.00
93,22936,0.00
94,22956,3.00
95,22956,0.00
96,22956,0.00
97,22960,1.00
98,22976,1.00
99,22976,0.00
100,22976,0.00
101,22976,2.00
102,23012,2.00
103,23012,0.00
104,23012,0.00
105,23020,1.00
106,23020,0.00
107,23028,2.00
108,23028,0.00
109,23028,0.00
110,23028,0.00
111,23048,3.00
112,23048,0.00
113,23048,0.00
114,23048,0.00
115,23068,2.00
116,23128,0.00
117,23128,0.00
118,23128,1.00
119,23128,1.00
120,23148,1.00
