second,rss_kb,cpu_pct
1,482696.0,19.0
2,483384.0,22.0
3,483744.0,19.0
4,484468.0,24.0
5,485512.0,21.0
6,486304.0,23.0
7,487236.0,22.0
8,487728.0,12.0
9,488468.0,17.0
10,488888.0,17.0
11,489436.0,18.0
12,490132.0,21.0
13,491784.0,61.0
14,491816.0,19.0
15,491848.0,24.0
16,491868.0,16.0
17,491876.0,14.0
18,491692.0,11.0
19,491732.0,17.0
20,491736.0,13.0
21,491880.0,17.0
22,491784.0,17.0
23,491800.0,25.0
24,491804.0,16.0
25,491812.0,18.0
26,491812.0,18.0
27,491844.0,17.0
28,491844.0,11.0
29,491848.0,14.0
30,491904.0,20.0
31,491932.0,20.0
32,491940.0,16.0
33,491944.0,15.0
34,491956.0,17.0
35,491988.0,23.0
36,491992.0,21.0
37,491984.0,26.0
38,492000.0,22.0
39,492052.0,26.0
40,492068.0,14.0
41,492068.0,15.0
42,492092.0,14.0
43,492136.0,18.0
44,492136.0,12.0
45,492128.0,23.0
46,491728.0,27.0
47,491732.0,27.0
48,491768.0,21.0
49,491768.0,21.0
50,491872.0,22.0
51,491872.0,14.0
52,491884.0,12.0
53,491884.0,13.0
54,491956.0,21.0
55,491960.0,24.0
56,491972.0,17.0
57,491976.0,17.0
58,491980.0,19.0
59,491984.0,17.0
60,491988.0,15.0
61,491988.0,28.0
62,491988.0,23.0
63,491996.0,18.0
64,492004.0,15.0
65,492008.0,12.0
66,492008.0,14.0
67,492024.0,16.0
68,492028.0,20.0
69,492028.0,22.0
70,492112.0,24.0
71,492184.0,23.0
72,492192.0,21.0
73,492204.0,14.0
74,492228.0,14.0
75,492244.0,16.0
76,492264.0,16.0
77,492344.0,13.0
78,492408.0,21.0
79,492420.0,23.0
80,492444.0,25.0
81,492472.0,14.0
82,492480.0,17.0
83,492488.0,20.0
84,492556.0,19.0
85,492580.0,20.0
86,492616.0,15.0
87,492648.0,18.0
88,492772.0,18.0
89,492772.0,12.0
90,492784.0,16.0
91,492788.0,18.0
92,492860.0,21.0
93,492892.0,20.0
94,492980.0,28.0
95,493092.0,29.0
96,493228.0,18.0
97,493396.0,13.0
98,493680.0,13.0
99,494052.0,16.0
100,494548.0,12.0
101,495056.0,16.0
102,495872.0,19.0
103,496736.0,28.0
104,497080.0,14.0
105,497908.0,21.0
106,498400.0,20.0
107,498656.0,15.0
108,499012.0,12.0
109,499652.0,18.0
110,500724.0,44.0
111,500764.0,24.0
112,500776.0,12.0
113,500812.0,20.0
114,500924.0,13.0
115,500956.0,18.0
116,500960.0,17.0
117,500992.0,21.0
118,500992.0,20.0
119,501000.0,19.0
120,500500.0,15.0
