phase,stack,component,metric,unit,min,mean,max
idle,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.6030185203576205,21.838985267352424
idle,k8s,containerd,cpu_pct_one_core,% of one CPU,0.0,1.0135297469323148,3.9632782454170963
idle,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.7180501561880976,2.9820293310376473
idle,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.15328047696136446,0.9936447821156322
idle,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.2293093881777393,1.9814528640916305
idle,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.15623139850780812,1.9878640067485092
idle,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.09994644846053938,1.9865235632039073
idle,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.10967138378033335,1.9817111661544364
idle,k3s,k3s,cpu_pct_one_core,% of one CPU,1.9830424448362096,3.899413781405771,20.865222742050566
idle,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.0,0.6263041202000956,52.61210087134902
idle,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.9872816989348394,2.6650572210814794,12.86087449358215
idle,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.25655503594955287,13.897536079224272
idle,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.890561043387989,3.960446200027578
idle,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,0.10659017580093266,2.9780434455480576
idle,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,2.0935597144964575,6.935989081540528
idle,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.0,0.0
idle,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.013289407223029934,1.9805835766731998
idle,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.05663863234753084,2.9780434455480576
idle,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.5815547100831141,1.9816436543540965
idle,notk8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,0.3664838949132254,20.846304118836404
idle,k8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,1.4588223793906256,3.960225255870057
idle,notk8s,combined,cpu_pct_one_core,% of one CPU,0.0,2.2688173049908618,115.15101322785821
idle,k8s,combined,cpu_pct_one_core,% of one CPU,2.9667388787721096,9.055354994553081,20.775258797325012
idle,k3s,combined,cpu_pct_one_core,% of one CPU,1.9830424448362096,4.773695336101677,23.84596884805779
idle,notk8s,containerd,rss_kib,MiB,70.82421875,81.51377674077182,84.18359375
idle,k8s,containerd,rss_kib,MiB,75.703125,87.13121329697987,90.12109375
idle,k3s,containerd,rss_kib,MiB,180.75,181.17808058110367,183.33984375
idle,notk8s,coredns,rss_kib,MiB,64.0390625,64.31847734899328,64.5625
idle,k8s,coredns,rss_kib,MiB,124.23828125,127.45615299916108,128.75390625
idle,k3s,coredns,rss_kib,MiB,62.6796875,63.81430288461539,65.0234375
idle,notk8s,flanneld,rss_kib,MiB,39.0078125,40.92002674077181,41.29296875
idle,k8s,flanneld,rss_kib,MiB,46.41015625,46.81158242449664,47.31640625
idle,k3s,k3s,rss_kib,MiB,520.72265625,522.1564329013378,527.41796875
idle,notk8s,nodeapiserver,rss_kib,MiB,136.01953125,143.1965971057047,148.75390625
idle,k8s,nodeapiserver,rss_kib,MiB,329.89453125,334.3518902055369,342.85546875
idle,notk8s,nodecontroller,rss_kib,MiB,42.4609375,43.437368917785236,44.51171875
idle,k8s,nodecontroller,rss_kib,MiB,119.55859375,121.7526216442953,123.43359375
idle,notk8s,nodelet,rss_kib,MiB,24.9296875,25.173054739932887,25.32421875
idle,k8s,nodelet,rss_kib,MiB,90.85546875,97.46481753355705,99.73828125
idle,notk8s,nodeproxy,rss_kib,MiB,15.578125,15.589450503355705,15.703125
idle,k8s,nodeproxy,rss_kib,MiB,49.25390625,50.36978292785235,51.05078125
idle,notk8s,nodescheduler,rss_kib,MiB,21.2109375,21.451289848993287,21.5859375
idle,k8s,nodescheduler,rss_kib,MiB,61.4140625,63.25642302852349,65.60546875
idle,notk8s,nodestore,rss_kib,MiB,18.12890625,18.242580746644297,18.50390625
idle,k8s,nodestore,rss_kib,MiB,57.28515625,59.43738202600671,60.22265625
idle,notk8s,combined,rss_kib,MiB,432.19921875,453.842622692953,464.171875
idle,k8s,combined,rss_kib,MiB,971.59765625,988.0318660864094,995.16796875
idle,k3s,combined,rss_kib,MiB,764.8125,767.1488163670568,772.9921875
idle,notk8s,containerd,pss_kib,MiB,69.740234375,80.36544410654362,83.1435546875
idle,k8s,containerd,pss_kib,MiB,74.6572265625,85.93216167680369,88.9189453125
idle,k3s,containerd,pss_kib,MiB,121.5234375,121.98399613294315,124.189453125
idle,notk8s,coredns,pss_kib,MiB,64.44140625,64.71859270134229,64.796875
idle,k8s,coredns,pss_kib,MiB,78.47265625,81.48817638422818,82.81640625
idle,k3s,coredns,pss_kib,MiB,62.953125,64.17717913879599,65.390625
idle,notk8s,flanneld,pss_kib,MiB,39.2265625,41.13661388422819,41.546875
idle,k8s,flanneld,pss_kib,MiB,46.62109375,47.01435350251678,47.55859375
idle,k3s,k3s,pss_kib,MiB,461.392578125,462.66718488712377,467.904296875
idle,notk8s,nodeapiserver,pss_kib,MiB,126.732421875,134.06284081375838,139.685546875
idle,k8s,nodeapiserver,pss_kib,MiB,330.125,334.6094405411074,343.13671875
idle,notk8s,nodecontroller,pss_kib,MiB,31.958984375,32.80316366925336,33.7763671875
idle,k8s,nodecontroller,pss_kib,MiB,119.81640625,122.02928376677852,123.71484375
idle,notk8s,nodelet,pss_kib,MiB,13.5224609375,13.576529074035236,13.6044921875
idle,k8s,nodelet,pss_kib,MiB,88.7001953125,95.29742226824665,97.619140625
idle,notk8s,nodeproxy,pss_kib,MiB,6.5693359375,6.598246119966443,6.6220703125
idle,k8s,nodeproxy,pss_kib,MiB,49.53515625,50.67305473993289,51.34765625
idle,notk8s,nodescheduler,pss_kib,MiB,10.943359375,11.041906984060402,11.158203125
