phase,stack,component,metric,unit,min,mean,max
idle,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.6627044127135814,17.786174696726864
idle,k8s,containerd,cpu_pct_one_core,% of one CPU,0.0,1.040035388376684,5.927713952780699
idle,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,0.75793055633759,3.9766988788921758
idle,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.16325300368957127,1.9866639303152593
idle,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.24590520473659025,1.981675594404243
idle,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,0.1562325595366432,1.9877007675668472
idle,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.10661372579402557,1.9845241173282466
idle,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.1195951304834308,1.9810052598314247
idle,k3s,k3s,cpu_pct_one_core,% of one CPU,1.9874859694918927,4.115589766512824,18.889319674737834
idle,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.0,0.6293120326363547,27.667382861575124
idle,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,0.9905874097059357,2.920912500744587,11.889849002672701
idle,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.25646568667147623,6.953996697145532
idle,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,0.9769623652847942,2.9720541463684467
idle,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,0.10655407749582017,3.952483265939303
idle,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,2.2695921282772336,7.921653845341288
idle,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.0033341549244314816,0.9935781674805816
idle,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.013294031038570282,0.9905023189085758
idle,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.056608294206402406,1.9871563349611632
idle,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.5881930944479606,1.981660247657917
idle,notk8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,0.36623794820460165,15.809933063757212
idle,k8s,nodestore,cpu_pct_one_core,% of one CPU,0.0,1.7279080572289025,3.9625371789137414
idle,notk8s,combined,cpu_pct_one_core,% of one CPU,0.0,2.351083336336265,74.10906123636194
idle,k8s,combined,cpu_pct_one_core,% of one CPU,3.9624209112302444,9.902397900618753,18.813927882685558
idle,k3s,combined,cpu_pct_one_core,% of one CPU,1.9880940285293962,5.029752882387057,22.86601855363001
idle,notk8s,containerd,rss_kib,MiB,69.515625,78.44300545302013,84.109375
idle,k8s,containerd,rss_kib,MiB,74.65234375,88.54038643036913,92.41015625
idle,k3s,containerd,rss_kib,MiB,175.33203125,177.48506741220737,185.609375
idle,notk8s,coredns,rss_kib,MiB,63.671875,63.78429110738255,63.796875
idle,k8s,coredns,rss_kib,MiB,125.82421875,127.71644295302013,128.09375
idle,k3s,coredns,rss_kib,MiB,61.91796875,63.24875888377927,64.25390625
idle,notk8s,flanneld,rss_kib,MiB,38.74609375,40.58942428691275,41.1484375
idle,k8s,flanneld,rss_kib,MiB,46.98828125,47.223442743288594,47.6640625
idle,k3s,k3s,rss_kib,MiB,520.53515625,522.6307483277592,528.20703125
idle,notk8s,nodeapiserver,rss_kib,MiB,136.3984375,142.73272336409397,149.6328125
idle,k8s,nodeapiserver,rss_kib,MiB,334.9140625,341.56399433724835,345.36328125
idle,notk8s,nodecontroller,rss_kib,MiB,42.58203125,43.554674391778526,44.85546875
idle,k8s,nodecontroller,rss_kib,MiB,119.640625,123.81893613674497,125.390625
idle,notk8s,nodelet,rss_kib,MiB,24.98046875,25.18953177432886,25.4296875
idle,k8s,nodelet,rss_kib,MiB,90.97265625,97.48853030620805,99.828125
idle,notk8s,nodeproxy,rss_kib,MiB,15.58984375,15.58984375,15.58984375
idle,k8s,nodeproxy,rss_kib,MiB,49.4609375,50.18073615771812,50.5859375
idle,notk8s,nodescheduler,rss_kib,MiB,21.45703125,21.482657822986578,21.70703125
idle,k8s,nodescheduler,rss_kib,MiB,61.625,62.92617449664429,63.84375
idle,notk8s,nodestore,rss_kib,MiB,18.19921875,18.317926803691275,18.57421875
idle,k8s,nodestore,rss_kib,MiB,59.30859375,61.35528523489933,61.9765625
idle,notk8s,combined,rss_kib,MiB,431.46484375,449.6840787541946,464.4296875
idle,k8s,combined,rss_kib,MiB,979.9609375,1000.8139287961409,1009.9375
idle,k3s,combined,rss_kib,MiB,757.78515625,763.3645746237459,775.328125
idle,notk8s,containerd,pss_kib,MiB,68.251953125,77.30830864618288,82.8193359375
idle,k8s,containerd,pss_kib,MiB,73.5048828125,87.22138475251678,91.1220703125
idle,k3s,containerd,pss_kib,MiB,116.0546875,118.32292537625418,126.19140625
idle,notk8s,coredns,pss_kib,MiB,63.89453125,64.03345218120805,64.11328125
idle,k8s,coredns,pss_kib,MiB,80.140625,82.0390625,82.48828125
idle,k3s,coredns,pss_kib,MiB,62.2578125,63.73586433946488,64.69140625
idle,notk8s,flanneld,pss_kib,MiB,39.2578125,40.984230809563755,41.58984375
idle,k8s,flanneld,pss_kib,MiB,47.12890625,47.43441956795302,47.8671875
idle,k3s,k3s,pss_kib,MiB,461.294921875,463.1661397366221,468.76953125
idle,notk8s,nodeapiserver,pss_kib,MiB,127.373046875,133.45563522441276,140.2763671875
idle,k8s,nodeapiserver,pss_kib,MiB,335.09375,341.9225173028523,345.7421875
idle,notk8s,nodecontroller,pss_kib,MiB,32.126953125,32.76975081270973,33.9560546875
idle,k8s,nodecontroller,pss_kib,MiB,119.87890625,124.12788380872483,125.6328125
idle,notk8s,nodelet,pss_kib,MiB,13.494140625,13.548336566694632,13.8427734375
idle,k8s,nodelet,pss_kib,MiB,88.955078125,95.47948235633389,97.9013671875
idle,notk8s,nodeproxy,pss_kib,MiB,6.5810546875,6.610659605704698,6.6123046875
idle,k8s,nodeproxy,pss_kib,MiB,49.82421875,50.60130033557047,50.94921875
idle,notk8s,nodescheduler,pss_kib,MiB,10.919921875,11.019714765100671,11.216796875
idle,k8s,nodescheduler,pss_kib,MiB,62.046875,63.2953675545302,64.23828125
idle,notk8s,nodestore,pss_kib,MiB,10.822265625,10.942926803691275,11.205078125
idle,k8s,nodestore,pss_kib,MiB,59.70703125,61.71256291946309,62.50390625
idle,notk8s,combined,pss_kib,MiB,373.16796875,390.6730154152685,405.1650390625
idle,k8s,combined,pss_kib,MiB,933.5771484375,953.8339810979446,963.0419921875
idle,k3s,combined,pss_kib,MiB,639.94140625,645.2249294523411,656.98828125
load,notk8s,containerd,cpu_pct_one_core,% of one CPU,0.0,6.2711371243108145,37.858698739513
load,k8s,containerd,cpu_pct_one_core,% of one CPU,0.9410306599909936,7.198515077628307,31.4843662232851
load,k3s,containerd,cpu_pct_one_core,% of one CPU,0.0,6.948016205104083,30.201789417445994
load,notk8s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.0634759698013299,2.94932857669825
load,k8s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.4358693894593404,4.921241460520523
load,k3s,coredns,cpu_pct_one_core,% of one CPU,0.0,1.097348385965979,2.950598013534522
load,notk8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.12979127859114536,1.974400560069498
load,k8s,flanneld,cpu_pct_one_core,% of one CPU,0.0,0.3634967960515258,2.9445420012650816
load,k3s,k3s,cpu_pct_one_core,% of one CPU,24.40951479762331,40.38694251981029,97.45351758607117
load,notk8s,nodeapiserver,cpu_pct_one_core,% of one CPU,10.69489770163651,16.792744278822877,62.48106103854038
load,k8s,nodeapiserver,cpu_pct_one_core,% of one CPU,21.99591050692986,29.90534368090231,51.932907846138015
load,notk8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.0,1.6775250387160552,10.738932365999128
load,k8s,nodecontroller,cpu_pct_one_core,% of one CPU,0.966783144828813,3.704707313086862,11.758291346027548
load,notk8s,nodelet,cpu_pct_one_core,% of one CPU,0.0,1.7059242711225056,6.463680272599781
load,k8s,nodelet,cpu_pct_one_core,% of one CPU,0.9805182890050751,7.9692687886170654,25.410448425337425
load,notk8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.0,0.0
load,k8s,nodeproxy,cpu_pct_one_core,% of one CPU,0.0,0.15157322970958742,1.9588632373440868
load,notk8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,0.28169885485618346,1.9772991211376565
load,k8s,nodescheduler,cpu_pct_one_core,% of one CPU,0.0,1.0301572504378889,3.757966047175315
load,notk8s,nodestore,cpu_pct_one_core,% of one CPU,4.851621717727241,8.604977039097268,27.41810863355146
load,k8s,nodestore,cpu_pct_one_core,% of one CPU,6.664970641109148,9.630754261398101,18.089678993888537
load,notk8s,combined,cpu_pct_one_core,% of one CPU,20.617890410167135,36.52727385531817,120.08078918344478
load,k8s,combined,cpu_pct_one_core,% of one CPU,37.47781988649743,61.389685787290986,127.0522421266871
load,k3s,combined,cpu_pct_one_core,% of one CPU,29.544152254888335,48.43230711088036,119.64590277893886
load,notk8s,containerd,rss_kib,MiB,80.9296875,83.21622086864407,88.24609375
load,k8s,containerd,rss_kib,MiB,92.2578125,99.34497154209622,107.43359375
load,k3s,containerd,rss_kib,MiB,180.03515625,197.19220074152543,207.60546875
load,notk8s,coredns,rss_kib,MiB,63.796875,65.67284163135594,66.1015625
load,k8s,coredns,rss_kib,MiB,128.09375,131.6343830541237,133.14453125
load,k3s,coredns,rss_kib,MiB,64.25390625,64.83945974576271,66.84765625
load,notk8s,flanneld,rss_kib,MiB,40.82421875,40.939194915254234,41.2734375
load,k8s,flanneld,rss_kib,MiB,46.640625,47.06401685996563,47.61328125
load,k3s,k3s,rss_kib,MiB,521.75390625,596.2556144067796,642.86328125
load,notk8s,nodeapiserver,rss_kib,MiB,149.52734375,157.6247881355932,164.8125
load,k8s,nodeapiserver,rss_kib,MiB,335.34765625,386.40870650773195,407.84375
load,notk8s,nodecontroller,rss_kib,MiB,44.72265625,48.38385858050847,50.6171875
load,k8s,nodecontroller,rss_kib,MiB,125.390625,133.8619925902062,136.66796875
