second,rss_kb,cpu_pct
1,64604,4.00
2,64612,8.00
3,64612,6.00
4,64616,5.00
5,64624,7.00
6,64624,5.00
7,64704,15.00
8,64720,6.00
9,64736,4.00
10,64804,7.00
11,64820,4.00
12,64832,6.00
13,64840,2.00
14,64844,6.00
15,64848,5.00
16,64916,14.00
17,64916,7.00
18,64916,4.00
19,64980,7.00
20,64984,4.00
21,64988,7.00
22,65008,8.00
23,65140,6.00
24,65836,18.00
25,65860,12.00
26,65868,8.00
27,65868,5.00
28,65868,6.00
29,65868,5.00
30,65868,5.00
31,65876,6.00
32,65884,5.00
33,65884,9.00
34,65896,11.00
35,65896,7.00
36,65896,4.00
37,65900,5.00
38,65900,5.00
39,65900,5.00
40,65904,6.00
41,65904,4.00
42,65920,17.00
43,65920,4.00
44,65928,9.00
45,65968,6.00
46,66016,12.00
47,66020,6.00
48,66020,3.00
49,66020,5.00
50,66020,6.00
51,66152,15.00
52,66168,5.00
53,66184,5.00
54,66256,6.00
55,66268,5.00
56,66280,5.00
57,66288,8.00
58,66288,4.00
59,66288,8.00
60,66300,15.00
61,66304,7.00
62,66308,4.00
63,66308,7.00
64,66312,6.00
65,66312,4.00
66,66312,5.00
67,66316,6.00
68,66316,6.00
69,66392,13.00
70,66444,14.00
71,66452,9.00
72,66452,3.00
73,66464,7.00
74,66480,3.00
75,66500,6.00
76,66508,5.00
77,66776,15.00
78,66780,9.00
79,66780,10.00
80,66780,7.00
81,66780,5.00
82,66784,7.00
83,66784,5.00
84,66784,5.00
85,66784,5.00
86,66796,7.00
87,66796,4.00
88,66796,4.00
89,66800,8.00
90,66800,5.00
91,66800,4.00
92,66800,7.00
93,66800,4.00
94,66812,9.00
95,66828,20.00
96,66868,6.00
97,66872,6.00
98,66880,4.00
99,66944,7.00
100,67016,6.00
101,67024,4.00
102,67032,1.00
103,67072,4.00
104,67088,11.00
105,67088,4.00
106,67100,7.00
107,67108,4.00
108,67116,5.00
109,67136,5.00
110,67172,6.00
111,67260,5.00
112,67260,6.00
113,67268,13.00
114,67268,5.00
115,67352,6.00
116,67352,6.00
117,67352,4.00
118,67352,5.00
119,67352,4.00
120,67356,5.00
