second,rss_kb,cpu_pct
1,379608,31.00
2,379608,30.00
3,379608,28.00
4,379608,29.00
5,379608,30.00
6,379608,30.00
7,379616,27.00
8,379700,38.00
9,379716,30.00
10,379728,34.00
11,379760,30.00
12,379812,31.00
13,379840,27.00
14,379852,27.00
15,379876,39.00
16,380012,42.00
17,380028,33.00
18,380080,21.00
19,380120,33.00
20,380164,40.00
21,380168,27.00
22,380280,36.00
23,380284,29.00
24,380288,32.00
25,380340,31.00
26,380404,35.00
27,380420,36.00
28,380424,35.00
29,380480,35.00
30,380556,29.00
31,380676,27.00
32,380744,30.00
33,380880,28.00
34,381000,28.00
35,381240,45.00
36,381364,33.00
37,381568,36.00
38,381656,28.00
39,381828,33.00
40,382116,34.00
41,382372,31.00
42,382764,34.00
43,383136,32.00
44,383628,36.00
45,383752,32.00
46,384080,28.00
47,384272,32.00
48,384496,33.00
49,385468,39.00
50,385764,34.00
51,386156,31.00
52,386508,34.00
53,387160,37.00
54,387544,35.00
55,387728,34.00
56,388072,25.00
57,388220,33.00
58,388420,31.00
59,388764,33.00
60,389128,29.00
61,389260,31.00
62,390088,43.00
63,390372,34.00
64,390684,32.00
65,390832,27.00
66,390988,32.00
67,391484,32.00
68,391732,37.00
69,391972,38.00
70,392716,39.00
71,392848,32.00
72,393240,36.00
73,393420,33.00
74,393656,36.00
75,394864,80.00
76,394912,30.00
77,394776,29.00
78,394624,36.00
79,394508,36.00
80,394508,37.00
81,394512,38.00
82,394512,32.00
83,394512,28.00
84,394512,28.00
85,383460,31.00
86,383464,34.00
87,383520,31.00
88,383520,34.00
89,383544,36.00
90,383544,31.00
91,383544,34.00
92,383544,32.00
93,383548,30.00
94,383552,34.00
95,383552,35.00
96,383552,44.00
97,383588,33.00
98,383588,36.00
99,383588,30.00
100,383588,25.00
101,383696,38.00
102,383724,34.00
103,383724,34.00
104,383724,37.00
105,383724,37.00
106,383804,36.00
107,383808,33.00
108,383808,31.00
109,383812,33.00
110,383812,31.00
111,383840,29.00
112,383900,29.00
113,383960,32.00
114,383960,38.00
115,384056,39.00
116,384056,30.00
117,384056,28.00
118,384056,33.00
119,384056,27.00
120,384064,41.00
